epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
99,51842.6,1.10642,2.0642,0.78558,1.01947,0,0.61004,0.4433,0.44113,0.27963,0.55723,0.3995,0.37422,0.17173,1.40795,2.47248,1.06957,1.15446,0,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,52692.5,1.09845,2.04225,0.77621,1.01537,0,0.61465,0.44127,0.44202,0.27995,0.5618,0.39916,0.37596,0.17254,1.40706,2.46749,1.06912,1.15433,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,53522,1.09891,2.04693,0.77672,1.01414,0,0.61599,0.4395,0.44174,0.2799,0.567,0.39596,0.37552,0.17233,1.40731,2.47095,1.06869,1.15397,0,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,54345,1.09511,2.04484,0.774,1.01432,0,0.61516,0.44178,0.44208,0.27987,0.56516,0.39766,0.37497,0.17179,1.40637,2.47208,1.06716,1.15361,0,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,55185,1.09684,2.04708,0.77195,1.01385,0,0.61566,0.4404,0.44183,0.27998,0.56645,0.39772,0.37577,0.17203,1.40819,2.47564,1.06609,1.15398,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,56034.1,1.0911,2.03497,0.76848,1.01097,0,0.61225,0.44179,0.44151,0.27968,0.56887,0.39749,0.37621,0.17184,1.40993,2.47726,1.06621,1.15549,0,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,56885.5,1.09119,2.03652,0.7697,1.01288,0,0.61173,0.44201,0.44189,0.27986,0.56777,0.39622,0.37524,0.1714,1.41196,2.47584,1.06685,1.15651,0,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,57737.4,1.09104,2.03703,0.77012,1.01116,0,0.61803,0.43945,0.44161,0.27938,0.56885,0.3961,0.37552,0.17114,1.41424,2.48169,1.06708,1.15786,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,58606.2,1.09252,2.03782,0.76629,1.00916,0,0.61962,0.43888,0.44151,0.27912,0.57262,0.39624,0.37542,0.17143,1.41504,2.47995,1.06884,1.15832,0,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,59489.9,1.08685,2.029,0.76167,1.00904,0,0.62001,0.438,0.44176,0.27884,0.5724,0.39585,0.37531,0.17154,1.41533,2.48067,1.06947,1.15817,0,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,60354.8,1.07934,2.02689,0.75773,1.00663,0,0.61516,0.44063,0.44122,0.2787,0.57291,0.39708,0.37633,0.17159,1.41537,2.48293,1.07014,1.15872,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,61185,1.08083,2.01596,0.75682,1.00513,0,0.62096,0.43851,0.44091,0.27861,0.57231,0.39767,0.37634,0.17141,1.41564,2.48166,1.06862,1.15968,0,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,62015.4,1.07935,2.01923,0.75368,1.0045,0,0.62175,0.43785,0.4409,0.27855,0.57333,0.39731,0.37578,0.17096,1.41541,2.48346,1.06859,1.15897,0,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,62845,1.07459,2.01971,0.7496,1.00381,0,0.62171,0.43766,0.43994,0.27807,0.57187,0.39768,0.37624,0.17122,1.41653,2.4851,1.06958,1.15942,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,63663,1.0785,2.02025,0.75246,1.00493,0,0.62366,0.43782,0.44053,0.27819,0.57423,0.39548,0.37525,0.17119,1.41664,2.48504,1.0684,1.15969,0,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,64483.4,1.07425,2.00664,0.74938,1.00273,0,0.62441,0.43759,0.44097,0.27849,0.57464,0.39545,0.37561,0.17141,1.4178,2.48489,1.06718,1.16053,0,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,65330.4,1.06925,2.00595,0.74761,1.00246,0,0.62655,0.43653,0.44127,0.27862,0.57844,0.39392,0.3754,0.17137,1.41818,2.48426,1.06466,1.16196,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,66232.6,1.07172,2.0055,0.74364,1.00142,0,0.62267,0.43706,0.44059,0.27802,0.57135,0.39564,0.37446,0.17106,1.42038,2.4857,1.06533,1.16353,0,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,67101.9,1.06698,1.99572,0.74027,0.99894,0,0.62183,0.43789,0.44083,0.27799,0.57468,0.39548,0.37574,0.17132,1.42105,2.48804,1.06606,1.1648,0,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,67947.3,1.06387,1.99957,0.73933,0.99901,0,0.62453,0.43683,0.44067,0.27786,0.57678,0.39432,0.37501,0.17145,1.42054,2.48856,1.06612,1.1646,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,68796.1,1.06468,1.99562,0.73982,0.99972,0,0.61957,0.43965,0.44076,0.27763,0.57418,0.39674,0.37522,0.17166,1.42072,2.48888,1.06607,1.16546,0,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,69671.9,1.06279,1.99596,0.73577,0.99701,0,0.61976,0.44029,0.44052,0.27727,0.57451,0.39647,0.37487,0.17188,1.4212,2.4891,1.06736,1.16658,0,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,70546.9,1.06041,1.99761,0.73564,0.99648,0,0.61902,0.4407,0.44055,0.27708,0.57284,0.39707,0.37508,0.17137,1.42191,2.49054,1.06809,1.16829,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,71409.5,1.05758,1.97961,0.72835,0.99436,0,0.61788,0.44114,0.44007,0.27701,0.57193,0.3967,0.37395,0.17095,1.42354,2.48964,1.06897,1.16973,0,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,72294.5,1.05785,1.9909,0.73018,0.99451,0,0.61659,0.44121,0.43946,0.27674,0.57185,0.3972,0.37454,0.17078,1.42372,2.49072,1.06867,1.17029,0,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,73178.8,1.05358,1.97911,0.73006,0.99415,0,0.61801,0.4401,0.43962,0.27657,0.57178,0.39812,0.37454,0.17077,1.42297,2.49078,1.07027,1.17046,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,74051.6,1.05577,1.97942,0.72762,0.99305,0,0.61728,0.44117,0.43984,0.27645,0.5729,0.39707,0.37404,0.17044,1.42389,2.49151,1.07103,1.17098,0,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,74889.6,1.05178,1.97864,0.72689,0.99277,0,0.62127,0.43905,0.43932,0.27656,0.57884,0.39484,0.37433,0.1708,1.42484,2.49245,1.07137,1.1715,0,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,75730.1,1.04975,1.96897,0.72244,0.991,0,0.62142,0.43841,0.43884,0.27615,0.57605,0.39513,0.37306,0.17054,1.42633,2.4942,1.07109,1.17228,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,76565.9,1.04623,1.96365,0.7194,0.98837,0,0.62377,0.43766,0.43857,0.27589,0.57555,0.39531,0.37312,0.17032,1.42699,2.49464,1.07136,1.17328,0,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,77386.8,1.04482,1.96174,0.71859,0.99023,0,0.62266,0.43819,0.4386,0.276,0.57453,0.39512,0.3725,0.17008,1.42677,2.49376,1.07151,1.17333,0,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,78193.8,1.04149,1.95286,0.71249,0.98823,0,0.62179,0.4388,0.4384,0.27617,0.57377,0.39557,0.3726,0.17006,1.42676,2.49468,1.07184,1.17329,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,79007.1,1.04497,1.96731,0.7176,0.98895,0,0.62368,0.43765,0.43827,0.27624,0.5746,0.395,0.37255,0.17009,1.42629,2.496,1.07197,1.17307,0,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,79818.8,1.0389,1.95619,0.7137,0.98827,0,0.62307,0.43759,0.43816,0.27617,0.57511,0.39528,0.37302,0.17041,1.42692,2.49599,1.07215,1.17381,0,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,80648.9,1.04094,1.96068,0.71345,0.98667,0,0.62138,0.43818,0.43828,0.27625,0.57614,0.39523,0.37343,0.17041,1.42724,2.49523,1.07271,1.17428,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,81477.3,1.03778,1.95496,0.70991,0.98714,0,0.62181,0.43842,0.43856,0.27631,0.57485,0.39567,0.37303,0.17037,1.42894,2.4966,1.07267,1.17564,0,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,82316.1,1.04007,1.9572,0.70853,0.98675,0,0.62244,0.43881,0.43854,0.27621,0.5764,0.39556,0.37325,0.1704,1.42953,2.49763,1.07221,1.1762,0,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,83154.8,1.037,1.94728,0.7067,0.98665,0,0.62176,0.4389,0.43843,0.27603,0.5769,0.39575,0.37326,0.17044,1.43,2.49919,1.07241,1.1771,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,84004,1.02869,1.93506,0.70365,0.98277,0,0.62324,0.43759,0.43833,0.27605,0.57788,0.39499,0.37333,0.17038,1.43095,2.50034,1.07295,1.17791,0,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,84845,1.02795,1.93443,0.69983,0.98203,0,0.62337,0.43796,0.43852,0.27598,0.57861,0.39463,0.37344,0.17038,1.431,2.50076,1.07308,1.17826,0,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,85695.4,1.02602,1.9354,0.70021,0.98234,0,0.62002,0.43951,0.43859,0.27597,0.57472,0.39667,0.37359,0.17025,1.4313,2.50164,1.07351,1.17861,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,86593.3,1.03094,1.94267,0.69972,0.983,0,0.62017,0.43874,0.43828,0.27564,0.57355,0.39622,0.37331,0.17012,1.43197,2.50311,1.07395,1.17891,0,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,87486.4,1.06211,1.97617,0.69873,0.98184,0,0.62006,0.43876,0.43835,0.27562,0.57526,0.39611,0.37335,0.17013,1.43272,2.50393,1.07393,1.17961,0,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,88331.7,1.04517,1.95274,0.68114,0.97542,0,0.62046,0.43884,0.43824,0.27556,0.5767,0.39669,0.37406,0.17025,1.43299,2.50379,1.07376,1.17991,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,89159.6,1.04027,1.94716,0.67918,0.97361,0,0.62124,0.43839,0.43806,0.2754,0.5756,0.39681,0.37386,0.17004,1.43395,2.50551,1.07386,1.18082,0,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,89962.2,1.03278,1.92429,0.67255,0.96981,0,0.62103,0.4388,0.43808,0.27539,0.57271,0.39772,0.37417,0.17016,1.43479,2.5059,1.07334,1.18172,0,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,90778.2,1.03155,1.93047,0.66921,0.96935,0,0.62134,0.43893,0.43803,0.27536,0.57167,0.39775,0.37349,0.17001,1.43516,2.50635,1.07385,1.18231,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,91601.7,1.02802,1.91966,0.66657,0.96806,0,0.62105,0.43891,0.43784,0.27515,0.57233,0.39778,0.37377,0.16994,1.43619,2.50792,1.0736,1.18306,0,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,92430.7,1.02569,1.92462,0.66316,0.96662,0,0.6204,0.43899,0.4376,0.27486,0.57277,0.39783,0.37363,0.16976,1.43654,2.50838,1.0738,1.18359,0,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,93367.5,1.02479,1.91581,0.66274,0.96645,0,0.61918,0.43952,0.43752,0.27483,0.57226,0.39783,0.37322,0.16989,1.43694,2.50915,1.07392,1.1842,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,94188.7,1.02171,1.91503,0.65937,0.96517,0,0.61929,0.43967,0.43749,0.27479,0.57416,0.3972,0.37333,0.16983,1.43796,2.51029,1.07357,1.18508,0,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,94994.7,1.0185,1.90874,0.65834,0.96417,0,0.61901,0.43935,0.43756,0.27458,0.5724,0.39739,0.37331,0.16975,1.4388,2.51137,1.07375,1.18601,0,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
